URL handle,Title,Product category,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Price,Compare-at price,Weight value (grams),Height,Width,Depth,Inventory quantity,SKU,Barcode,Published on online store,Requires shipping,Description,Tags,SEO title,SEO description,Vendor,Type,Google Shopping / MPN,Google Shopping / Gender,Google Shopping / Age group,Cost per item,Status,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Charge tax,Tax code,Inventory tracker,Continue selling when out of stock,Fulfillment service,Product image URL,Google Shopping / Google product category
mousepad-personalizado-kitty-82x32,Mousepad Personalizado kitty 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,63.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-girl-eyes-100x50,Mousepad Personalizado girl eyes 100x50,"mousepads, mousepads > serie classic > personalizados",,,,,,,"24,000.00",,0.4,6.0,40.0,6.0,49.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-samuraidog-82x32,Mousepad Personalizado SamuraiDog 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,72.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-red-dead-redemption-82x32,Mousepad Personalizado Red Dead Redemption 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,473.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-satoru-82x321,Mousepad Personalizado Gojo Satoru 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,475.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-one-piece-cielo-90x40,Mousepad Personalizado One piece cielo 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,59.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-girl-eyes-82x32,Mousepad Personalizado Girl Eyes 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,476.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-paisaje-japones-90x40,Mousepad Personalizado Paisaje japones 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,55.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-sakura-90x402,Mousepad Personalizado Sakura 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,61.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-corazon-90x40,Mousepad Personalizado Corazon 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,60.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-wall-e-noche-estrellada-90x40,Mousepad Personalizado WALL-E noche estrellada 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,62.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-la-gran-ola-blanco-y-negro-90x40,Mousepad Personalizado La Gran Ola blanco y negro 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,51.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-sushi-switch-rosa-90x40,Mousepad Personalizado Sushi Switch rosa 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,62.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,Mousepad Dolar | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),Color,Beige,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,M (82x32cm),Color,Negro,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,L (90x40cm),Color,Beige,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,L (90x40cm),Color,Negro,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XL (100x60cm),Color,Beige,,,"29,000.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XL (100x60cm),Color,Negro,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XXL (110x70cm),Color,Beige,,,"37,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XXL (110x70cm),Color,Negro,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XXXL (140x100cm),Color,Beige,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-dolar-mgm-classic,,,Medida,XXXL (140x100cm),Color,Negro,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-messi-y-bocchi-73x27,Mousepad Personalizado Messi y Bocchi 73x27,"mousepads, mousepads > serie classic > personalizados",,,,,,,"15,500.00",,0.4,6.0,40.0,6.0,67.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-cinnamoroll-90x40,Mousepad Personalizado Cinnamoroll 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,66.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-hello-kitty-space-90x40,Mousepad Personalizado Hello kitty space 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,57.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-digimon-world-3-standard-playmat-60x35,Mousepad Personalizado Digimon World 3 Standard Playmat 60x35,"mousepads, playmats",,,,,,,"10,000.00",,0.4,6.0,40.0,6.0,61.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-terriermon-digimon-oversized-playmat-70x35,Mousepad Personalizado Terriermon Digimon Oversized Playmat 70x35,"mousepads, playmats",,,,,,,"11,500.00",,0.4,6.0,40.0,6.0,74.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-mapa-middle-earth-lotr-90x40,Mousepad Personalizado Mapa Middle Earth LOTR 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-playmat-kashtira-62x32,Mousepad Personalizado Playmat Kashtira 62x32,"mousepads, playmats",,,,,,,"14,000.00",,0.4,6.0,40.0,6.0,64.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-goku-y-majin-vegeta-82x32,Mousepad Personalizado Goku y Majin Vegeta 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,475.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-cute-bunnies-90x40,Mousepad Personalizado Cute Bunnies 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,37.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gatos-blanco-y-negro-82x32,Mousepad Personalizado Gatos Blanco y Negro 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,461.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-guts-berserk-82x321,Mousepad Personalizado Guts-Berserk 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,67.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-prototipo-de-playmat-yugioh-62x32,Mousepad Personalizado Prototipo de Playmat Yugioh 62x32,"mousepads, playmats",,,,,,,"14,000.00",,0.4,6.0,40.0,6.0,63.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-manito-82x32,Mousepad Personalizado manito 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,68.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-comics-de-spider-man-90x40,Mousepad Personalizado Comics de Spider-Man 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,37.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-cohete-saturn-82x32,Mousepad Personalizado Cohete Saturn 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,69.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-wall-e-noche-estrellada-2-82x32,Mousepad Personalizado WALL-E noche estrellada 2 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tito-calderon-90x40,Mousepad Personalizado Tito calderon 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,45.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-naruto-y-sasuke-90x401,Mousepad Personalizado Naruto y Sasuke 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,40.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-kaisa-kda-all-out-82x32,Mousepad Personalizado Kaisa KDA all out 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,22.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-eren-90x40,Mousepad Personalizado Eren 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,48.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-pokemon-ola-90x40,Mousepad Personalizado Pokemon ola 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,48.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-mapa-one-piece-mgm-classic,Mousepad Mapa One Piece | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-mapa-one-piece-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-mapa-one-piece-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-mapa-one-piece-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-mapa-one-piece-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-kirby-82x32,Mousepad Personalizado Kirby 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,28.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-itachi-rojo-90x40,Mousepad Personalizado Itachi rojo 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,57.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-osito-con-plantas-82x32,Mousepad Personalizado Osito con plantas 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,57.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-girl-eyes-90x40,Mousepad Personalizado girl eyes 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,40.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-anashi-100x60,Mousepad Personalizado berserk anashi 100x60,"mousepads, mousepads > serie classic > personalizados",,,,,,,"29,000.00",,0.6,15.0,60.0,16.0,38.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-shingekii-90x40,Mousepad Personalizado shingekii 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,60.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-nashe-90x40,Mousepad Personalizado Gojo nashe 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,317.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-city-cat-90x40,Mousepad Personalizado City cat 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,321.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gengar-morado-90x40,Mousepad Personalizado Gengar morado 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,318.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-sousou-no-frieren-90x40,Mousepad Personalizado sousou no frieren 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,322.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-goku-black-rose-82x32,Mousepad Personalizado Goku Black Rose 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,322.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-goku-100x45,Mousepad Personalizado Goku 100x45,"mousepads, mousepads > serie classic > personalizados",,,,,,,"21,500.00",,0.4,6.0,40.0,6.0,62.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
balaclava-ghost-with-ears-mgmgamers,Balaclava Ghost with ears | MgMGamers,,,,,,,,"13,000.00",,0.4,15.0,8.0,5.0,1.0,,,NO,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
balaclava-trap-colors-mgmgamers,Balaclava Trap Colors | MgMGamers,,,,,,,,"14,000.00",,0.4,15.0,8.0,5.0,1.0,,,NO,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
balaclava-ghost-mgmgamers,Balaclava Ghost | MgMGamers,,,,,,,,"13,000.00",,0.4,15.0,8.0,5.0,1.0,,,NO,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-bn-82x32,Mousepad Personalizado Berserk B&N 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,64.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gengar-facha-90x40,Mousepad Personalizado Gengar facha 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,304.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-harrypotter-agus-90x40,Mousepad Personalizado HarryPotter Agus 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,74.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-intial-d-100x45,Mousepad Personalizado Intial D 100x45,"mousepads, mousepads > serie classic > personalizados",,,,,,,"21,500.00",,0.4,6.0,40.0,6.0,77.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-kuromi-ladymetal-90x40,Mousepad Personalizado Kuromi ladymetal 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,71.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-90x403,Mousepad Personalizado Berserk 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,69.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-3-lineas-90x40,Mousepad Personalizado 3 lineas 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,63.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-ciudad-8bits-90x40,Mousepad Personalizado Ciudad 8bits 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,64.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-rei-eva-00-90x40,Mousepad Personalizado Rei Eva 00 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,289.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tomioka-110x40,Mousepad Personalizado Tomioka 110x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"21,000.00",,0.7,8.0,60.0,6.0,82.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-spider-man-comic-collares-90x40,Mousepad Personalizado Spider-man comic collares 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,311.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-totoro-82x32,Mousepad Personalizado Totoro 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,68.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-geto-90x40,Mousepad Personalizado Gojo-Geto 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,310.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-naruto-equipo-7-82x32,Mousepad Personalizado Naruto Equipo 7 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,481.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-naruto-90x401,Mousepad Personalizado Naruto 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,306.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-purple-liquid-90x40,Mousepad Personalizado Purple liquid 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,319.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-frieren-82x32,Mousepad Personalizado Frieren 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,65.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-dragon-ball-super-90x40,Mousepad Personalizado dragon ball super 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,326.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-ola-kanagawa-82x32,Mousepad Personalizado Ola Kanagawa 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,75.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-roronoa-zoro-minimalista-90x40,Mousepad Personalizado Roronoa Zoro minimalista 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,320.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-goku-black-rose-90x40,Mousepad Personalizado Goku Black Rose 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,317.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-hello-kitty-space-82x32,Mousepad Personalizado Hello kitty space 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,6.0,40.0,6.0,69.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-totoro-green-90x40,Mousepad Personalizado Totoro Green 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,323.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gojo-x-sukuna-90x40,Mousepad Personalizado Gojo x Sukuna 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,56.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-duko-you-know-90x40,Mousepad Personalizado Duko You Know 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,73.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-la-gran-ola-de-iara-invertido-90x40,Mousepad Personalizado La Gran Ola de Iara Invertido 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,75.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-zombie-rider-mgm-classic,Mousepad Zombie Rider | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-zombie-rider-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-zombie-rider-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-zombie-rider-mgm-classic,,,Medida,XXL (110x70cm),,,,,"31,000.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-zombie-rider-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-sushi-kraken-mgm-classic,Mousepad Sushi Kraken | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-sushi-kraken-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-sushi-kraken-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-sushi-kraken-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-sushi-kraken-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-black-cat-67x30,Mousepad Personalizado Black cat 67x30,"mousepads, mousepads > serie classic > personalizados",,,,,,,"9,500.00",,0.4,6.0,40.0,6.0,58.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-hora-de-aventura-90x401,Mousepad Personalizado hora de aventura 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,82.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-gengar-100x601,Mousepad Personalizado gengar 100x60,"mousepads, mousepads > serie classic > personalizados",,,,,,,"29,000.00",,0.4,6.0,40.0,6.0,74.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-tu-gatita-70x30,Mousepad Personalizado Tu gatita 70x30,"mousepads, mousepads > serie classic > personalizados",,,,,,,"10,000.00",,0.4,6.0,40.0,6.0,16.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-batman-en-gotica-90x40,Mousepad Personalizado Batman en Gotica 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,322.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-olas-bw-90x40,Mousepad Personalizado Olas B&W 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,66.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-colors-pastel-green-mgm-classic,Mousepad Colors Pastel Green | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,,,MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
